"Index Name","Date","Open","High","Low","Close"
"NIFTY500 VALUE 50","19 Mar 2024","-","-","-","12095.98"
"NIFTY500 VALUE 50","18 Mar 2024","-","-","-","12283.76"
"NIFTY500 VALUE 50","15 Mar 2024","-","-","-","12248.02"
"NIFTY500 VALUE 50","14 Mar 2024","-","-","-","12381.31"
"NIFTY500 VALUE 50","13 Mar 2024","-","-","-","12115.79"
"NIFTY500 VALUE 50","12 Mar 2024","-","-","-","12845.37"
"NIFTY500 VALUE 50","11 Mar 2024","-","-","-","13034.60"
"NIFTY500 VALUE 50","07 Mar 2024","-","-","-","13226.26"
"NIFTY500 VALUE 50","06 Mar 2024","-","-","-","13218.92"
"NIFTY500 VALUE 50","05 Mar 2024","-","-","-","13299.59"
"NIFTY500 VALUE 50","04 Mar 2024","-","-","-","13188.84"
"NIFTY500 VALUE 50","02 Mar 2024","-","-","-","13042.08"
"NIFTY500 VALUE 50","01 Mar 2024","-","-","-","12950.78"
"NIFTY500 VALUE 50","29 Feb 2024","-","-","-","12625.95"
"NIFTY500 VALUE 50","28 Feb 2024","-","-","-","12557.91"
"NIFTY500 VALUE 50","27 Feb 2024","-","-","-","12829.52"
"NIFTY500 VALUE 50","26 Feb 2024","-","-","-","12877.56"
"NIFTY500 VALUE 50","23 Feb 2024","-","-","-","12926.92"
